dataset,table,column,type,description
dt_google_ads_3171328350,ads_CampaignLocationTargetStats_3171328350,metrics_average_cpv,FLOAT,
dt_google_ads_3171328350,ads_CampaignLocationTargetStats_3171328350,metrics_clicks,INTEGER,
dt_google_ads_3171328350,ads_CampaignLocationTargetStats_3171328350,metrics_conversions,FLOAT,
dt_google_ads_3171328350,ads_CampaignLocationTargetStats_3171328350,metrics_conversions_from_interactions_rate,FLOAT,
dt_google_ads_3171328350,ads_CampaignLocationTargetStats_3171328350,metrics_conversions_value,FLOAT,
dt_google_ads_3171328350,ads_CampaignLocationTargetStats_3171328350,metrics_cost_micros,INTEGER,
dt_google_ads_3171328350,ads_CampaignLocationTargetStats_3171328350,metrics_cost_per_all_conversions,FLOAT,
dt_google_ads_3171328350,ads_CampaignLocationTargetStats_3171328350,metrics_cost_per_conversion,FLOAT,
dt_google_ads_3171328350,ads_CampaignLocationTargetStats_3171328350,metrics_cross_device_conversions,FLOAT,
dt_google_ads_3171328350,ads_CampaignLocationTargetStats_3171328350,metrics_ctr,FLOAT,
dt_google_ads_3171328350,ads_CampaignLocationTargetStats_3171328350,metrics_engagement_rate,FLOAT,
dt_google_ads_3171328350,ads_CampaignLocationTargetStats_3171328350,metrics_engagements,INTEGER,
dt_google_ads_3171328350,ads_CampaignLocationTargetStats_3171328350,metrics_impressions,INTEGER,
dt_google_ads_3171328350,ads_CampaignLocationTargetStats_3171328350,metrics_interaction_event_types,STRING,
dt_google_ads_3171328350,ads_CampaignLocationTargetStats_3171328350,metrics_interaction_rate,FLOAT,
dt_google_ads_3171328350,ads_CampaignLocationTargetStats_3171328350,metrics_interactions,INTEGER,
dt_google_ads_3171328350,ads_CampaignLocationTargetStats_3171328350,metrics_value_per_all_conversions,FLOAT,
dt_google_ads_3171328350,ads_CampaignLocationTargetStats_3171328350,metrics_value_per_conversion,FLOAT,
dt_google_ads_3171328350,ads_CampaignLocationTargetStats_3171328350,metrics_video_view_rate,FLOAT,
dt_google_ads_3171328350,ads_CampaignLocationTargetStats_3171328350,metrics_video_views,INTEGER,
dt_google_ads_3171328350,ads_CampaignLocationTargetStats_3171328350,metrics_view_through_conversions,INTEGER,
dt_google_ads_3171328350,ads_CampaignLocationTargetStats_3171328350,segments_date,DATE,
dt_google_ads_3171328350,ads_CampaignLocationTargetStats_3171328350,segments_month,DATE,
dt_google_ads_3171328350,ads_CampaignLocationTargetStats_3171328350,segments_quarter,DATE,
dt_google_ads_3171328350,ads_CampaignLocationTargetStats_3171328350,segments_week,DATE,
dt_google_ads_3171328350,ads_CampaignLocationTargetStats_3171328350,segments_year,INTEGER,
dt_google_ads_3171328350,ads_CampaignLocationTargetStats_3171328350,_LATEST_DATE,DATE,
dt_google_ads_3171328350,ads_CampaignLocationTargetStats_3171328350,_DATA_DATE,DATE,
dt_google_ads_3171328350,ads_CampaignStats_3171328350,campaign_id,INTEGER,
dt_google_ads_3171328350,ads_CampaignStats_3171328350,customer_id,INTEGER,
dt_google_ads_3171328350,ads_CampaignStats_3171328350,campaign_base_campaign,STRING,
dt_google_ads_3171328350,ads_CampaignStats_3171328350,metrics_active_view_cpm,FLOAT,
dt_google_ads_3171328350,ads_CampaignStats_3171328350,metrics_active_view_ctr,FLOAT,
dt_google_ads_3171328350,ads_CampaignStats_3171328350,metrics_active_view_impressions,INTEGER,
dt_google_ads_3171328350,ads_CampaignStats_3171328350,metrics_active_view_measurability,FLOAT,
dt_google_ads_3171328350,ads_CampaignStats_3171328350,metrics_active_view_measurable_cost_micros,INTEGER,
dt_google_ads_3171328350,ads_CampaignStats_3171328350,metrics_active_view_measurable_impressions,INTEGER,
dt_google_ads_3171328350,ads_CampaignStats_3171328350,metrics_active_view_viewability,FLOAT,
dt_google_ads_3171328350,ads_CampaignStats_3171328350,metrics_average_cost,FLOAT,
dt_google_ads_3171328350,ads_CampaignStats_3171328350,metrics_average_cpc,FLOAT,
dt_google_ads_3171328350,ads_CampaignStats_3171328350,metrics_average_cpm,FLOAT,
dt_google_ads_3171328350,ads_CampaignStats_3171328350,metrics_clicks,INTEGER,
dt_google_ads_3171328350,ads_CampaignStats_3171328350,metrics_conversions,FLOAT,
dt_google_ads_3171328350,ads_CampaignStats_3171328350,metrics_conversions_from_interactions_rate,FLOAT,
dt_google_ads_3171328350,ads_CampaignStats_3171328350,metrics_conversions_value,FLOAT,
dt_google_ads_3171328350,ads_CampaignStats_3171328350,metrics_cost_micros,INTEGER,
dt_google_ads_3171328350,ads_CampaignStats_3171328350,metrics_cost_per_conversion,FLOAT,
dt_google_ads_3171328350,ads_CampaignStats_3171328350,metrics_cost_per_current_model_attributed_conversion,FLOAT,
dt_google_ads_3171328350,ads_CampaignStats_3171328350,metrics_ctr,FLOAT,
dt_google_ads_3171328350,ads_CampaignStats_3171328350,metrics_current_model_attributed_conversions,FLOAT,
dt_google_ads_3171328350,ads_CampaignStats_3171328350,metrics_current_model_attributed_conversions_value,FLOAT,
dt_google_ads_3171328350,ads_CampaignStats_3171328350,metrics_gmail_forwards,INTEGER,
dt_google_ads_3171328350,ads_CampaignStats_3171328350,metrics_gmail_saves,INTEGER,
dt_google_ads_3171328350,ads_CampaignStats_3171328350,metrics_gmail_secondary_clicks,INTEGER,
dt_google_ads_3171328350,ads_CampaignStats_3171328350,metrics_impressions,INTEGER,
dt_google_ads_3171328350,ads_CampaignStats_3171328350,metrics_interaction_event_types,STRING,
dt_google_ads_3171328350,ads_CampaignStats_3171328350,metrics_interaction_rate,FLOAT,
dt_google_ads_3171328350,ads_CampaignStats_3171328350,metrics_interactions,INTEGER,
dt_google_ads_3171328350,ads_CampaignStats_3171328350,metrics_value_per_conversion,FLOAT,
dt_google_ads_3171328350,ads_CampaignStats_3171328350,metrics_value_per_current_model_attributed_conversion,FLOAT,
dt_google_ads_3171328350,ads_CampaignStats_3171328350,segments_ad_network_type,STRING,
dt_google_ads_3171328350,ads_CampaignStats_3171328350,segments_click_type,STRING,
dt_google_ads_3171328350,ads_CampaignStats_3171328350,segments_date,DATE,
dt_google_ads_3171328350,ads_CampaignStats_3171328350,segments_day_of_week,STRING,
dt_google_ads_3171328350,ads_CampaignStats_3171328350,segments_device,STRING,
dt_google_ads_3171328350,ads_CampaignStats_3171328350,segments_month,DATE,
dt_google_ads_3171328350,ads_CampaignStats_3171328350,segments_quarter,DATE,
dt_google_ads_3171328350,ads_CampaignStats_3171328350,segments_week,DATE,
dt_google_ads_3171328350,ads_CampaignStats_3171328350,segments_year,INTEGER,
dt_google_ads_3171328350,ads_CampaignStats_3171328350,_LATEST_DATE,DATE,
dt_google_ads_3171328350,ads_CampaignStats_3171328350,_DATA_DATE,DATE,
dt_google_ads_3171328350,ads_Campaign_3171328350,campaign_id,INTEGER,
dt_google_ads_3171328350,ads_Campaign_3171328350,customer_id,INTEGER,
dt_google_ads_3171328350,ads_Campaign_3171328350,bidding_strategy_name,STRING,
dt_google_ads_3171328350,ads_Campaign_3171328350,campaign_advertising_channel_sub_type,STRING,
dt_google_ads_3171328350,ads_Campaign_3171328350,campaign_advertising_channel_type,STRING,
dt_google_ads_3171328350,ads_Campaign_3171328350,campaign_bidding_strategy,STRING,
dt_google_ads_3171328350,ads_Campaign_3171328350,campaign_bidding_strategy_type,STRING,
dt_google_ads_3171328350,ads_Campaign_3171328350,campaign_budget_amount_micros,INTEGER,
dt_google_ads_3171328350,ads_Campaign_3171328350,campaign_budget_explicitly_shared,BOOLEAN,
dt_google_ads_3171328350,ads_Campaign_3171328350,campaign_budget_has_recommended_budget,BOOLEAN,
dt_google_ads_3171328350,ads_Campaign_3171328350,campaign_budget_period,STRING,
dt_google_ads_3171328350,ads_Campaign_3171328350,campaign_budget_recommended_budget_amount_micros,INTEGER,
dt_google_ads_3171328350,ads_Campaign_3171328350,campaign_budget_total_amount_micros,INTEGER,
dt_google_ads_3171328350,ads_Campaign_3171328350,campaign_campaign_budget,STRING,
dt_google_ads_3171328350,ads_Campaign_3171328350,campaign_end_date,DATE,
dt_google_ads_3171328350,ads_Campaign_3171328350,campaign_experiment_type,STRING,
dt_google_ads_3171328350,ads_Campaign_3171328350,campaign_manual_cpc_enhanced_cpc_enabled,BOOLEAN,
dt_google_ads_3171328350,ads_Campaign_3171328350,campaign_maximize_conversion_value_target_roas,FLOAT,
dt_google_ads_3171328350,ads_Campaign_3171328350,campaign_name,STRING,
dt_google_ads_3171328350,ads_Campaign_3171328350,campaign_percent_cpc_enhanced_cpc_enabled,BOOLEAN,
dt_google_ads_3171328350,ads_Campaign_3171328350,campaign_serving_status,STRING,
dt_google_ads_3171328350,ads_Campaign_3171328350,campaign_start_date,DATE,
dt_google_ads_3171328350,ads_Campaign_3171328350,campaign_status,STRING,
dt_google_ads_3171328350,ads_Campaign_3171328350,campaign_tracking_url_template,STRING,
dt_google_ads_3171328350,ads_Campaign_3171328350,campaign_url_custom_parameters,STRING,
dt_google_ads_3171328350,ads_Campaign_3171328350,_LATEST_DATE,DATE,
dt_google_ads_3171328350,ads_Campaign_3171328350,_DATA_DATE,DATE,
dt_google_ads_3171328350,ads_ClickStats_3171328350,ad_group_id,INTEGER,
dt_google_ads_3171328350,ads_ClickStats_3171328350,campaign_id,INTEGER,
dt_google_ads_3171328350,ads_ClickStats_3171328350,click_view_gclid,STRING,
dt_google_ads_3171328350,ads_ClickStats_3171328350,customer_id,INTEGER,
dt_google_ads_3171328350,ads_ClickStats_3171328350,ad_group_status,STRING,
dt_google_ads_3171328350,ads_ClickStats_3171328350,click_view_ad_group_ad,STRING,
dt_google_ads_3171328350,ads_ClickStats_3171328350,click_view_area_of_interest_city,STRING,
dt_google_ads_3171328350,ads_ClickStats_3171328350,click_view_area_of_interest_country,STRING,
dt_google_ads_3171328350,ads_ClickStats_3171328350,click_view_area_of_interest_metro,STRING,
dt_google_ads_3171328350,ads_ClickStats_3171328350,click_view_area_of_interest_most_specific,STRING,
dt_google_ads_3171328350,ads_ClickStats_3171328350,click_view_area_of_interest_region,STRING,
dt_google_ads_3171328350,ads_ClickStats_3171328350,click_view_keyword,STRING,
dt_google_ads_3171328350,ads_ClickStats_3171328350,click_view_keyword_info_match_type,STRING,
dt_google_ads_3171328350,ads_ClickStats_3171328350,click_view_keyword_info_text,STRING,
dt_google_ads_3171328350,ads_ClickStats_3171328350,click_view_location_of_presence_city,STRING,
dt_google_ads_3171328350,ads_ClickStats_3171328350,click_view_location_of_presence_country,STRING,
dt_google_ads_3171328350,ads_ClickStats_3171328350,click_view_location_of_presence_metro,STRING,
dt_google_ads_3171328350,ads_ClickStats_3171328350,click_view_location_of_presence_most_specific,STRING,
dt_google_ads_3171328350,ads_ClickStats_3171328350,click_view_location_of_presence_region,STRING,
dt_google_ads_3171328350,ads_ClickStats_3171328350,click_view_page_number,INTEGER,
dt_google_ads_3171328350,ads_ClickStats_3171328350,customer_descriptive_name,STRING,
dt_google_ads_3171328350,ads_ClickStats_3171328350,metrics_clicks,INTEGER,
dt_google_ads_3171328350,ads_ClickStats_3171328350,segments_ad_network_type,STRING,
dt_google_ads_3171328350,ads_ClickStats_3171328350,segments_click_type,STRING,
dt_google_ads_3171328350,ads_ClickStats_3171328350,segments_date,DATE,
dt_google_ads_3171328350,ads_ClickStats_3171328350,segments_device,STRING,
dt_google_ads_3171328350,ads_ClickStats_3171328350,segments_slot,STRING,
dt_google_ads_3171328350,ads_ClickStats_3171328350,_LATEST_DATE,DATE,
dt_google_ads_3171328350,ads_ClickStats_3171328350,_DATA_DATE,DATE,
dt_google_ads_3171328350,ads_Customer_3171328350,customer_id,INTEGER,
dt_google_ads_3171328350,ads_Customer_3171328350,customer_auto_tagging_enabled,BOOLEAN,
dt_google_ads_3171328350,ads_Customer_3171328350,customer_currency_code,STRING,
dt_google_ads_3171328350,ads_Customer_3171328350,customer_descriptive_name,STRING,
dt_google_ads_3171328350,ads_Customer_3171328350,customer_manager,BOOLEAN,
dt_google_ads_3171328350,ads_Customer_3171328350,customer_test_account,BOOLEAN,
dt_google_ads_3171328350,ads_Customer_3171328350,customer_time_zone,STRING,
dt_google_ads_3171328350,ads_Customer_3171328350,_LATEST_DATE,DATE,
dt_google_ads_3171328350,ads_Customer_3171328350,_DATA_DATE,DATE,
dt_google_ads_3171328350,ads_DisplayVideoAutomaticPlacementsStats_3171328350,ad_group_id,INTEGER,
dt_google_ads_3171328350,ads_DisplayVideoAutomaticPlacementsStats_3171328350,campaign_id,INTEGER,
dt_google_ads_3171328350,ads_DisplayVideoAutomaticPlacementsStats_3171328350,customer_id,INTEGER,
dt_google_ads_3171328350,ads_DisplayVideoAutomaticPlacementsStats_3171328350,ad_group_name,STRING,
dt_google_ads_3171328350,ads_DisplayVideoAutomaticPlacementsStats_3171328350,campaign_name,STRING,
dt_google_ads_3171328350,ads_DisplayVideoAutomaticPlacementsStats_3171328350,group_placement_view_placement,STRING,
dt_google_ads_3171328350,ads_DisplayVideoAutomaticPlacementsStats_3171328350,group_placement_view_placement_type,STRING,
dt_google_ads_3171328350,ads_DisplayVideoAutomaticPlacementsStats_3171328350,metrics_average_cpc,FLOAT,
dt_google_ads_3171328350,ads_DisplayVideoAutomaticPlacementsStats_3171328350,metrics_average_cpm,FLOAT,
dt_google_ads_3171328350,ads_DisplayVideoAutomaticPlacementsStats_3171328350,metrics_average_cpv,FLOAT,
dt_google_ads_3171328350,ads_DisplayVideoAutomaticPlacementsStats_3171328350,metrics_clicks,INTEGER,
dt_google_ads_3171328350,ads_DisplayVideoAutomaticPlacementsStats_3171328350,metrics_cost_micros,INTEGER,
dt_google_ads_3171328350,ads_DisplayVideoAutomaticPlacementsStats_3171328350,metrics_ctr,FLOAT,
dt_google_ads_3171328350,ads_DisplayVideoAutomaticPlacementsStats_3171328350,metrics_impressions,INTEGER,
dt_google_ads_3171328350,ads_DisplayVideoAutomaticPlacementsStats_3171328350,metrics_video_view_rate,FLOAT,
dt_google_ads_3171328350,ads_DisplayVideoAutomaticPlacementsStats_3171328350,metrics_video_views,INTEGER,
dt_google_ads_3171328350,ads_DisplayVideoAutomaticPlacementsStats_3171328350,segments_date,DATE,
dt_google_ads_3171328350,ads_DisplayVideoAutomaticPlacementsStats_3171328350,segments_day_of_week,STRING,
dt_google_ads_3171328350,ads_DisplayVideoAutomaticPlacementsStats_3171328350,segments_month,DATE,
dt_google_ads_3171328350,ads_DisplayVideoAutomaticPlacementsStats_3171328350,segments_quarter,DATE,
dt_google_ads_3171328350,ads_DisplayVideoAutomaticPlacementsStats_3171328350,segments_week,DATE,
dt_google_ads_3171328350,ads_DisplayVideoAutomaticPlacementsStats_3171328350,segments_year,INTEGER,
dt_google_ads_3171328350,ads_DisplayVideoAutomaticPlacementsStats_3171328350,_LATEST_DATE,DATE,
dt_google_ads_3171328350,ads_DisplayVideoAutomaticPlacementsStats_3171328350,_DATA_DATE,DATE,
dt_google_ads_3171328350,ads_DisplayVideoKeywordStats_3171328350,ad_group_id,INTEGER,
dt_google_ads_3171328350,ads_DisplayVideoKeywordStats_3171328350,campaign_id,INTEGER,
dt_google_ads_3171328350,ads_DisplayVideoKeywordStats_3171328350,customer_id,INTEGER,
dt_google_ads_3171328350,ads_DisplayVideoKeywordStats_3171328350,ad_group_criterion_keyword_text,STRING,
dt_google_ads_3171328350,ads_DisplayVideoKeywordStats_3171328350,ad_group_name,STRING,
dt_google_ads_3171328350,ads_DisplayVideoKeywordStats_3171328350,campaign_advertising_channel_sub_type,STRING,
dt_google_ads_3171328350,ads_DisplayVideoKeywordStats_3171328350,campaign_bidding_strategy_type,STRING,
dt_google_ads_3171328350,ads_DisplayVideoKeywordStats_3171328350,campaign_name,STRING,
dt_google_ads_3171328350,ads_DisplayVideoKeywordStats_3171328350,metrics_average_cpc,FLOAT,
dt_google_ads_3171328350,ads_DisplayVideoKeywordStats_3171328350,metrics_average_cpm,FLOAT,
dt_google_ads_3171328350,ads_DisplayVideoKeywordStats_3171328350,metrics_average_cpv,FLOAT,
dt_google_ads_3171328350,ads_DisplayVideoKeywordStats_3171328350,metrics_clicks,INTEGER,
dt_google_ads_3171328350,ads_DisplayVideoKeywordStats_3171328350,metrics_conversions,FLOAT,
dt_google_ads_3171328350,ads_DisplayVideoKeywordStats_3171328350,metrics_conversions_from_interactions_rate,FLOAT,
dt_google_ads_3171328350,ads_DisplayVideoKeywordStats_3171328350,metrics_cost_micros,INTEGER,
dt_google_ads_3171328350,ads_DisplayVideoKeywordStats_3171328350,metrics_cost_per_conversion,FLOAT,
dt_google_ads_3171328350,ads_DisplayVideoKeywordStats_3171328350,metrics_impressions,INTEGER,
dt_google_ads_3171328350,ads_DisplayVideoKeywordStats_3171328350,metrics_interaction_rate,FLOAT,
dt_google_ads_3171328350,ads_DisplayVideoKeywordStats_3171328350,metrics_interactions,INTEGER,
dt_google_ads_3171328350,ads_DisplayVideoKeywordStats_3171328350,metrics_view_through_conversions,INTEGER,
dt_google_ads_3171328350,ads_DisplayVideoKeywordStats_3171328350,segments_date,DATE,
dt_google_ads_3171328350,ads_DisplayVideoKeywordStats_3171328350,segments_day_of_week,STRING,
dt_google_ads_3171328350,ads_DisplayVideoKeywordStats_3171328350,segments_month,DATE,
dt_google_ads_3171328350,ads_DisplayVideoKeywordStats_3171328350,segments_quarter,DATE,
dt_google_ads_3171328350,ads_DisplayVideoKeywordStats_3171328350,segments_week,DATE,
dt_google_ads_3171328350,ads_DisplayVideoKeywordStats_3171328350,segments_year,INTEGER,
dt_google_ads_3171328350,ads_DisplayVideoKeywordStats_3171328350,_LATEST_DATE,DATE,
dt_google_ads_3171328350,ads_DisplayVideoKeywordStats_3171328350,_DATA_DATE,DATE,
dt_google_ads_3171328350,ads_DisplayVideoTopicStats_3171328350,ad_group_id,INTEGER,
dt_google_ads_3171328350,ads_DisplayVideoTopicStats_3171328350,campaign_id,INTEGER,
dt_google_ads_3171328350,ads_DisplayVideoTopicStats_3171328350,customer_id,INTEGER,
dt_google_ads_3171328350,ads_DisplayVideoTopicStats_3171328350,ad_group_criterion_status,STRING,
dt_google_ads_3171328350,ads_DisplayVideoTopicStats_3171328350,ad_group_criterion_topic_path,STRING,
dt_google_ads_3171328350,ads_DisplayVideoTopicStats_3171328350,ad_group_name,STRING,
dt_google_ads_3171328350,ads_DisplayVideoTopicStats_3171328350,campaign_name,STRING,
dt_google_ads_3171328350,ads_DisplayVideoTopicStats_3171328350,metrics_average_cpc,FLOAT,
dt_google_ads_3171328350,ads_DisplayVideoTopicStats_3171328350,metrics_average_cpm,FLOAT,
dt_google_ads_3171328350,ads_DisplayVideoTopicStats_3171328350,metrics_clicks,INTEGER,
dt_google_ads_3171328350,ads_DisplayVideoTopicStats_3171328350,metrics_cost_micros,INTEGER,
dt_google_ads_3171328350,ads_DisplayVideoTopicStats_3171328350,metrics_ctr,FLOAT,
dt_google_ads_3171328350,ads_DisplayVideoTopicStats_3171328350,metrics_impressions,INTEGER,
dt_google_ads_3171328350,ads_DisplayVideoTopicStats_3171328350,segments_date,DATE,
dt_google_ads_3171328350,ads_DisplayVideoTopicStats_3171328350,segments_day_of_week,STRING,
dt_google_ads_3171328350,ads_DisplayVideoTopicStats_3171328350,segments_month,DATE,
dt_google_ads_3171328350,ads_DisplayVideoTopicStats_3171328350,segments_quarter,DATE,
dt_google_ads_3171328350,ads_DisplayVideoTopicStats_3171328350,segments_week,DATE,
dt_google_ads_3171328350,ads_DisplayVideoTopicStats_3171328350,segments_year,INTEGER,
dt_google_ads_3171328350,ads_DisplayVideoTopicStats_3171328350,_LATEST_DATE,DATE,
dt_google_ads_3171328350,ads_DisplayVideoTopicStats_3171328350,_DATA_DATE,DATE,
dt_google_ads_3171328350,ads_GenderBasicStats_3171328350,ad_group_criterion_criterion_id,INTEGER,
dt_google_ads_3171328350,ads_GenderBasicStats_3171328350,ad_group_id,INTEGER,
dt_google_ads_3171328350,ads_GenderBasicStats_3171328350,campaign_id,INTEGER,
dt_google_ads_3171328350,ads_GenderBasicStats_3171328350,customer_id,INTEGER,
dt_google_ads_3171328350,ads_GenderBasicStats_3171328350,ad_group_base_ad_group,STRING,
dt_google_ads_3171328350,ads_GenderBasicStats_3171328350,campaign_base_campaign,STRING,
dt_google_ads_3171328350,ads_GenderBasicStats_3171328350,metrics_active_view_impressions,INTEGER,
dt_google_ads_3171328350,ads_GenderBasicStats_3171328350,metrics_active_view_measurability,FLOAT,
dt_google_ads_3171328350,ads_GenderBasicStats_3171328350,metrics_active_view_measurable_cost_micros,INTEGER,
dt_google_ads_3171328350,ads_GenderBasicStats_3171328350,metrics_active_view_measurable_impressions,INTEGER,
dt_google_ads_3171328350,ads_GenderBasicStats_3171328350,metrics_active_view_viewability,FLOAT,
dt_google_ads_3171328350,ads_GenderBasicStats_3171328350,metrics_all_conversions,FLOAT,
dt_google_ads_3171328350,ads_GenderBasicStats_3171328350,metrics_all_conversions_value,FLOAT,
dt_google_ads_3171328350,ads_GenderBasicStats_3171328350,metrics_clicks,INTEGER,
dt_google_ads_3171328350,ads_GenderBasicStats_3171328350,metrics_conversions,FLOAT,
dt_google_ads_3171328350,ads_GenderBasicStats_3171328350,metrics_conversions_value,FLOAT,
dt_google_ads_3171328350,ads_GenderBasicStats_3171328350,metrics_cost_micros,INTEGER,
dt_google_ads_3171328350,ads_GenderBasicStats_3171328350,metrics_cross_device_conversions,FLOAT,
dt_google_ads_3171328350,ads_GenderBasicStats_3171328350,metrics_impressions,INTEGER,
dt_google_ads_3171328350,ads_GenderBasicStats_3171328350,metrics_interaction_event_types,STRING,
dt_google_ads_3171328350,ads_GenderBasicStats_3171328350,metrics_interactions,INTEGER,
dt_google_ads_3171328350,ads_GenderBasicStats_3171328350,metrics_view_through_conversions,INTEGER,
dt_google_ads_3171328350,ads_GenderBasicStats_3171328350,segments_ad_network_type,STRING,
dt_google_ads_3171328350,ads_GenderBasicStats_3171328350,segments_date,DATE,
dt_google_ads_3171328350,ads_GenderBasicStats_3171328350,segments_device,STRING,
dt_google_ads_3171328350,ads_GenderBasicStats_3171328350,_LATEST_DATE,DATE,
dt_google_ads_3171328350,ads_GenderBasicStats_3171328350,_DATA_DATE,DATE,
dt_google_ads_3171328350,ads_GenderConversionStats_3171328350,ad_group_criterion_criterion_id,INTEGER,
dt_google_ads_3171328350,ads_GenderConversionStats_3171328350,ad_group_id,INTEGER,
dt_google_ads_3171328350,ads_GenderConversionStats_3171328350,campaign_id,INTEGER,
dt_google_ads_3171328350,ads_GenderConversionStats_3171328350,customer_id,INTEGER,
dt_google_ads_3171328350,ads_GenderConversionStats_3171328350,ad_group_base_ad_group,STRING,
dt_google_ads_3171328350,ads_GenderConversionStats_3171328350,campaign_base_campaign,STRING,
dt_google_ads_3171328350,ads_GenderConversionStats_3171328350,metrics_all_conversions,FLOAT,
dt_google_ads_3171328350,ads_GenderConversionStats_3171328350,metrics_all_conversions_value,FLOAT,
dt_google_ads_3171328350,ads_GenderConversionStats_3171328350,metrics_conversions,FLOAT,
dt_google_ads_3171328350,ads_GenderConversionStats_3171328350,metrics_conversions_value,FLOAT,
dt_google_ads_3171328350,ads_GenderConversionStats_3171328350,metrics_cross_device_conversions,FLOAT,
dt_google_ads_3171328350,ads_GenderConversionStats_3171328350,metrics_value_per_all_conversions,FLOAT,
dt_google_ads_3171328350,ads_GenderConversionStats_3171328350,metrics_value_per_conversion,FLOAT,
dt_google_ads_3171328350,ads_GenderConversionStats_3171328350,segments_ad_network_type,STRING,
dt_google_ads_3171328350,ads_GenderConversionStats_3171328350,segments_click_type,STRING,
dt_google_ads_3171328350,ads_GenderConversionStats_3171328350,segments_conversion_action,STRING,
dt_google_ads_3171328350,ads_GenderConversionStats_3171328350,segments_conversion_action_category,STRING,
dt_google_ads_3171328350,ads_GenderConversionStats_3171328350,segments_conversion_action_name,STRING,
dt_google_ads_3171328350,ads_GenderConversionStats_3171328350,segments_date,DATE,
dt_google_ads_3171328350,ads_GenderConversionStats_3171328350,segments_day_of_week,STRING,
dt_google_ads_3171328350,ads_GenderConversionStats_3171328350,segments_device,STRING,
dt_google_ads_3171328350,ads_GenderConversionStats_3171328350,segments_month,DATE,
dt_google_ads_3171328350,ads_GenderConversionStats_3171328350,segments_quarter,DATE,
dt_google_ads_3171328350,ads_GenderConversionStats_3171328350,segments_week,DATE,
dt_google_ads_3171328350,ads_GenderConversionStats_3171328350,segments_year,INTEGER,
dt_google_ads_3171328350,ads_GenderConversionStats_3171328350,_LATEST_DATE,DATE,
dt_google_ads_3171328350,ads_GenderConversionStats_3171328350,_DATA_DATE,DATE,
dt_google_ads_3171328350,ads_GenderNonClickStats_3171328350,ad_group_criterion_criterion_id,INTEGER,
dt_google_ads_3171328350,ads_GenderNonClickStats_3171328350,ad_group_id,INTEGER,
dt_google_ads_3171328350,ads_GenderNonClickStats_3171328350,campaign_id,INTEGER,
dt_google_ads_3171328350,ads_GenderNonClickStats_3171328350,customer_id,INTEGER,
dt_google_ads_3171328350,ads_GenderNonClickStats_3171328350,ad_group_base_ad_group,STRING,
dt_google_ads_3171328350,ads_GenderNonClickStats_3171328350,campaign_base_campaign,STRING,
dt_google_ads_3171328350,ads_GenderNonClickStats_3171328350,metrics_average_cpe,FLOAT,
dt_google_ads_3171328350,ads_GenderNonClickStats_3171328350,metrics_average_cpv,FLOAT,
dt_google_ads_3171328350,ads_GenderNonClickStats_3171328350,metrics_engagement_rate,FLOAT,
dt_google_ads_3171328350,ads_GenderNonClickStats_3171328350,metrics_engagements,INTEGER,
dt_google_ads_3171328350,ads_GenderNonClickStats_3171328350,metrics_video_quartile_p100_rate,FLOAT,
dt_google_ads_3171328350,ads_GenderNonClickStats_3171328350,metrics_video_quartile_p25_rate,FLOAT,
dt_google_ads_3171328350,ads_GenderNonClickStats_3171328350,metrics_video_quartile_p50_rate,FLOAT,
dt_google_ads_3171328350,ads_GenderNonClickStats_3171328350,metrics_video_quartile_p75_rate,FLOAT,
dt_google_ads_3171328350,ads_GenderNonClickStats_3171328350,metrics_video_view_rate,FLOAT,
dt_google_ads_3171328350,ads_GenderNonClickStats_3171328350,metrics_video_views,INTEGER,
dt_google_ads_3171328350,ads_GenderNonClickStats_3171328350,segments_ad_network_type,STRING,
dt_google_ads_3171328350,ads_GenderNonClickStats_3171328350,segments_date,DATE,
dt_google_ads_3171328350,ads_GenderNonClickStats_3171328350,segments_day_of_week,STRING,
dt_google_ads_3171328350,ads_GenderNonClickStats_3171328350,segments_device,STRING,
dt_google_ads_3171328350,ads_GenderNonClickStats_3171328350,segments_month,DATE,
dt_google_ads_3171328350,ads_GenderNonClickStats_3171328350,segments_quarter,DATE,
dt_google_ads_3171328350,ads_GenderNonClickStats_3171328350,segments_week,DATE,
dt_google_ads_3171328350,ads_GenderNonClickStats_3171328350,segments_year,INTEGER,
dt_google_ads_3171328350,ads_GenderNonClickStats_3171328350,_LATEST_DATE,DATE,
dt_google_ads_3171328350,ads_GenderNonClickStats_3171328350,_DATA_DATE,DATE,
dt_google_ads_3171328350,ads_GenderStats_3171328350,ad_group_criterion_criterion_id,INTEGER,
dt_google_ads_3171328350,ads_GenderStats_3171328350,ad_group_id,INTEGER,
dt_google_ads_3171328350,ads_GenderStats_3171328350,campaign_id,INTEGER,
dt_google_ads_3171328350,ads_GenderStats_3171328350,customer_id,INTEGER,
dt_google_ads_3171328350,ads_GenderStats_3171328350,ad_group_base_ad_group,STRING,
dt_google_ads_3171328350,ads_GenderStats_3171328350,campaign_base_campaign,STRING,
dt_google_ads_3171328350,ads_GenderStats_3171328350,metrics_active_view_cpm,FLOAT,
dt_google_ads_3171328350,ads_GenderStats_3171328350,metrics_active_view_ctr,FLOAT,
dt_google_ads_3171328350,ads_GenderStats_3171328350,metrics_active_view_impressions,INTEGER,
